,r,rmse,kge
GW_st,0.8259588741507086,0.2502355552579097,0.7491330878943778
withdrawal,0.9303904447584015,2533.9941187365403,-0.4034256363440485
rainfed,-0.6901504126000474,0.03657204085548961,-0.7175034645669949
corn,0.8817687121441105,0.03660505308503843,0.7170480892221011
others,0.88176871214411,0.03660505308503847,0.7165480939950992
