,r,rmse,kge
GW_st,0.8259435769913539,0.2503535307523194,0.748935684050013
withdrawal,0.9302993058263465,2533.9935078108383,-0.4034297449040003
rainfed,-0.6901504126000474,0.03657204085548961,-0.7175034645669949
corn,0.8817687121441105,0.03660505308503843,0.7170480892221011
others,0.88176871214411,0.03660505308503847,0.7165480939950992
