year,bid,Sa,E[Sa],Un,state,profit,revenue,energy_cost,tech_cost,gp_status,gp_MIPGap,fid,field_type,crop,irr_vol,irr_vol_m3,yield,yield_rate,irr_depth,w,field_area,wid,water_depth,withdrawal,energy
2014,b96,0.46802244,0.69967567,0.21946722,Repetition,7.25827062,9.4422047,0.30793408,1.876,2.0,6.672e-05,f96,irrigated,corn,13.97565812,0.13975658,2.3091721,0.9966381,27.95131624,67.37131624,50.0,w96,49.66295032,13.97565812,0.00011086
2014,b97,0.46822988,0.69981926,0.21964747,Repetition,7.26275596,9.45811615,0.3193602,1.876,2.0,4.889e-05,f97,irrigated,corn,13.9677943,0.13967794,2.31306338,0.99831757,27.9355886,68.0855886,50.0,w97,52.01132232,13.9677943,0.00011497
2014,b98,0.34113154,0.40198172,0.34670132,Imitation,4.79816081,4.79816081,0.0,0.0,2.0,0.0,f98,rainfed,corn,0.0,0.0,1.17343136,0.50645268,0.0,40.15,50.0,w98,52.34295032,0.0,0.0
2014,b99,0.46796596,0.69966682,0.2197554,Repetition,7.25704977,9.45822173,0.32517196,1.876,2.0,4.926e-05,f99,irrigated,corn,13.97065499,0.13970655,2.3130892,0.99832872,27.94130998,68.09130998,50.0,w99,53.17471332,13.97065499,0.00011706
2014,b100,0.4679354,0.69965166,0.2197703,Repetition,7.25638932,9.45799484,0.32560552,1.876,2.0,4.906e-05,f100,irrigated,corn,13.96451893,0.13964519,2.31303371,0.99830477,27.92903787,68.07903787,50.0,w100,53.29148032,13.96451893,0.00011722
2014,b101,0.46713188,0.69925521,0.22047266,Repetition,7.23903506,9.44259568,0.32756062,1.876,2.0,6.237e-05,f101,irrigated,corn,13.9731801,0.1397318,2.30926771,0.99667936,27.94636021,67.38636021,50.0,w101,53.64610732,13.9731801,0.00011792
2014,b102,0.46702695,0.69919655,0.22051566,Repetition,7.23677078,9.44263055,0.32985977,1.876,2.0,6.225e-05,f102,irrigated,corn,13.97385321,0.13973853,2.30927624,0.99668304,27.94770641,67.38770641,50.0,w102,54.10829032,13.97385321,0.00011875
2014,b103,0.30003094,0.30469613,0.03329926,Repetition,4.10227017,4.10227017,0.0,0.0,2.0,0.0,f103,rainfed,others,0.0,0.0,0.66545653,0.81150662,0.0,39.44,50.0,w103,53.77782432,0.0,0.0
2014,b104,0.20139309,0.34173529,0.13720332,Repetition,2.58619389,4.61284979,0.1506559,1.876,2.0,2.145e-05,f104,irrigated,others,6.47895846,0.06478958,0.74828104,0.91250892,12.95791693,52.39791693,50.0,w104,53.11179432,6.47895846,5.424e-05
2014,b105,0.46735523,0.69937963,0.22038191,Repetition,7.24385636,9.44249034,0.32263399,1.876,2.0,6.271e-05,f105,irrigated,corn,13.97114891,0.13971149,2.30924195,0.99666825,27.94229783,67.38229783,50.0,w105,52.65864632,13.97114891,0.00011615
2014,b106,0.32803049,0.39349329,0.36006325,Imitation,4.57173664,4.57173664,0.0,0.0,2.0,0.0,f106,rainfed,corn,0.0,0.0,1.11805738,0.48255328,0.0,39.44,50.0,w106,49.99769632,0.0,0.0
2014,b107,0.29945369,0.30193918,0.03826532,Repetition,4.09279018,4.09279018,0.0,0.0,2.0,0.0,f107,rainfed,others,0.0,0.0,0.66391871,0.8096313,0.0,39.31,50.0,w107,51.32977732,0.0,0.0
2014,b108,0.29945369,0.30193918,0.03826532,Repetition,4.09279018,4.09279018,0.0,0.0,2.0,0.0,f108,rainfed,others,0.0,0.0,0.66391871,0.8096313,0.0,39.31,50.0,w108,50.81801632,0.0,0.0
2014,b109,0.46811743,0.69975439,0.21969465,Repetition,7.26032435,9.45803905,0.3217147,1.876,2.0,4.902e-05,f109,irrigated,corn,13.96571104,0.13965711,2.31304452,0.99830943,27.93142207,68.08142207,50.0,w109,52.49781432,13.96571104,0.00011582
2014,b110,0.46803511,0.69970618,0.21972671,Repetition,7.25854467,9.45823431,0.32368965,1.876,2.0,4.923e-05,f110,irrigated,corn,13.97099645,0.13970996,2.31309227,0.99833004,27.94199289,68.09199289,50.0,w110,52.87291732,13.97099645,0.00011653
2014,b111,0.46780921,0.69958011,0.21981853,Repetition,7.25366212,9.45837716,0.32871504,1.876,2.0,4.874e-05,f111,irrigated,corn,13.97488353,0.13974884,2.31312721,0.99834512,27.94976705,68.09976705,50.0,w111,53.87174032,13.97488353,0.00011834
2014,b112,0.46780992,0.69958105,0.21981891,Repetition,7.25367754,9.45830867,0.32863113,1.876,2.0,4.908e-05,f112,irrigated,corn,13.97301768,0.13973018,2.31311046,0.99833789,27.94603537,68.09603537,50.0,w112,53.86375032,13.97301768,0.00011831
2014,b113,0.30003094,0.30469613,0.03329926,Repetition,4.10227017,4.10227017,0.0,0.0,2.0,0.0,f113,rainfed,others,0.0,0.0,0.66545653,0.81150662,0.0,39.44,50.0,w113,53.78277032,0.0,0.0
2014,b114,0.46713514,0.69925707,0.2204713,Repetition,7.23910557,9.44259651,0.32749095,1.876,2.0,6.237e-05,f114,irrigated,corn,13.9731961,0.13973196,2.30926792,0.99667945,27.94639221,67.38639221,50.0,w114,53.63192832,13.9731961,0.0001179
2014,b115,0.46721173,0.69929809,0.22044183,Repetition,7.24075852,9.44245375,0.32569523,1.876,2.0,6.269e-05,f115,irrigated,corn,13.97044406,0.13970444,2.309233,0.99666438,27.94088813,67.38088813,50.0,w115,53.28149832,13.97044406,0.00011725
2014,b116,0.46731445,0.69935646,0.22039891,Repetition,7.24297592,9.44248049,0.32350457,1.876,2.0,6.271e-05,f116,irrigated,corn,13.97095906,0.13970959,2.30923954,0.9966672,27.94191812,67.38191812,50.0,w116,52.83563632,13.97095906,0.00011646
2014,b117,0.20150635,0.34182807,0.13721806,Repetition,2.58782504,4.61284979,0.14902476,1.876,2.0,2.76e-05,f117,irrigated,others,6.47895846,0.06478958,0.74828104,0.91250892,12.95791693,52.39791693,50.0,w117,52.39990232,6.47895846,5.365e-05
2014,b118,0.20143751,0.34167681,0.13706545,Repetition,2.58683364,4.61433671,0.15150307,1.876,2.0,3.67e-06,f118,irrigated,others,6.67847899,0.06678479,0.74852224,0.91280306,13.35695798,52.66695798,50.0,w118,51.50602032,6.67847899,5.454e-05
2014,b119,0.4680964,0.69974245,0.21970341,Repetition,7.25986968,9.45803151,0.32216184,1.876,2.0,4.903e-05,f119,irrigated,corn,13.96550776,0.13965508,2.31304268,0.99830864,27.93101553,68.08101553,50.0,w119,52.58925632,13.96550776,0.00011598
2014,b120,0.46800898,0.69969344,0.21973963,Repetition,7.25797975,9.45802178,0.32404203,1.876,2.0,4.902e-05,f120,irrigated,corn,13.96524521,0.13965245,2.3130403,0.99830761,27.93049042,68.08049042,50.0,w120,52.97120032,13.96524521,0.00011666
2014,b121,0.20169749,0.34185975,0.13680452,Repetition,2.59057821,4.61492563,0.14834742,1.876,2.0,5.544e-05,f121,irrigated,others,6.32387496,0.06323875,0.74861778,0.91291956,12.64774993,52.79774993,50.0,w121,53.69224032,6.32387496,5.341e-05
2014,b122,0.46785329,0.69960505,0.21980449,Repetition,7.25461458,9.45796501,0.32735043,1.876,2.0,4.911e-05,f122,irrigated,corn,13.96371527,0.13963715,2.31302641,0.99830162,27.92743055,68.07743055,50.0,w122,53.64863232,13.96371527,0.00011785
2014,b123,0.20130254,0.34162755,0.13714473,Repetition,2.58489011,4.6121109,0.1512208,1.876,2.0,5.275e-05,f123,irrigated,others,6.42217886,0.06422179,0.74816118,0.91236276,12.84435771,52.28435771,50.0,w123,53.94201332,6.42217886,5.444e-05
2014,b124,0.30003094,0.30469613,0.03329926,Repetition,4.10227017,4.10227017,0.0,0.0,2.0,0.0,f124,rainfed,others,0.0,0.0,0.66545653,0.81150662,0.0,39.44,50.0,w124,53.71246732,0.0,0.0
2014,b125,0.46717286,0.699276,0.22045806,Repetition,7.23991954,9.44244382,0.32652428,1.876,2.0,6.269e-05,f125,irrigated,corn,13.97025283,0.13970253,2.30923057,0.99666333,27.94050566,67.38050566,50.0,w125,53.45014232,13.97025283,0.00011755
2014,b126,0.46727298,0.6993329,0.22041622,Repetition,7.24208061,9.44246991,0.3243893,1.876,2.0,6.27e-05,f126,irrigated,corn,13.97075538,0.13970755,2.30923696,0.99666609,27.94151075,67.38151075,50.0,w126,53.01560032,13.97075538,0.00011678
2014,b127,0.46737873,0.69939641,0.22036868,Repetition,7.24436371,9.44271944,0.32235574,1.876,2.0,6.228e-05,f127,irrigated,corn,13.9755708,0.13975571,2.30929798,0.99669243,27.95114161,67.39114161,50.0,w127,52.58167332,13.9755708,0.00011605
2014,b128,0.46731553,0.69888726,0.21825743,Repetition,7.2429992,9.43906836,0.32006916,1.876,2.0,8.544e-05,f128,irrigated,corn,13.97190931,0.13971909,2.30840508,0.99630705,27.94381863,67.25381863,50.0,w128,52.13597032,13.97190931,0.00011522
2014,b129,0.3030827,0.30662561,0.03621528,Repetition,4.15251802,4.15251802,0.0,0.0,2.0,0.0,f129,rainfed,others,0.0,0.0,0.67360756,0.82144659,0.0,40.15,50.0,w129,53.89506532,0.0,0.0
2014,b130,0.20177921,0.34189356,0.02166051,Repetition,2.59175547,4.61457614,0.14682067,1.876,2.0,4.44e-05,f130,irrigated,others,6.28391047,0.0628391,0.74856108,0.91285043,12.56782094,52.71782094,50.0,w130,53.42701732,6.28391047,5.286e-05
2014,b131,0.46787404,0.69961683,0.21979585,Repetition,7.25506314,9.45797256,0.32690942,1.876,2.0,4.909e-05,f131,irrigated,corn,13.96391876,0.13963919,2.31302826,0.99830242,27.92783752,68.07783752,50.0,w131,53.55834232,13.96391876,0.00011769
2014,b132,0.46787391,0.69961442,0.21979359,Repetition,7.25506018,9.45820496,0.32714477,1.876,2.0,4.93e-05,f132,irrigated,corn,13.97019978,0.139702,2.3130851,0.99832694,27.94039956,68.09039956,50.0,w132,53.57622032,13.97019978,0.00011777
2014,b133,0.2013493,0.34168191,0.1371721,Repetition,2.58556347,4.61247261,0.15090914,1.876,2.0,1.149e-05,f133,irrigated,others,6.44934056,0.06449341,0.74821986,0.91243431,12.89868112,52.33868112,50.0,w133,53.52485332,6.44934056,5.433e-05
2014,b134,0.46710393,0.69923934,0.22048433,Repetition,7.23843203,9.44258859,0.32815656,1.876,2.0,6.237e-05,f134,irrigated,corn,13.97304326,0.13973043,2.30926598,0.99667862,27.94608652,67.38608652,50.0,w134,53.76747032,13.97304326,0.00011814
2014,b135,0.30003094,0.30469613,0.03329926,Repetition,4.10227017,4.10227017,0.0,0.0,2.0,0.0,f135,rainfed,others,0.0,0.0,0.66545653,0.81150662,0.0,39.44,50.0,w135,53.60476032,0.0,0.0
2014,b136,0.46723028,0.69930863,0.22043408,Repetition,7.24115896,9.44245849,0.32529953,1.876,2.0,6.27e-05,f136,irrigated,corn,13.97053529,0.13970535,2.30923416,0.99666488,27.94107058,67.38107058,50.0,w136,53.20101032,13.97053529,0.00011711
2014,b137,0.46733142,0.6993661,0.22039185,Repetition,7.24334235,9.44248428,0.32314193,1.876,2.0,6.271e-05,f137,irrigated,corn,13.97103206,0.13971032,2.30924047,0.9966676,27.94206412,67.38206412,50.0,w137,52.76193032,13.97103206,0.00011633
2014,b138,0.46736105,0.69891299,0.21823878,Repetition,7.24398206,9.43906836,0.31908631,1.876,2.0,8.551e-05,f138,irrigated,corn,13.97190931,0.13971909,2.30840508,0.99630705,27.94381863,67.25381863,50.0,w138,51.93692832,13.97190931,0.00011487
2014,b139,0.32556964,0.38135601,0.12863673,Repetition,4.52969888,4.52969888,0.0,0.0,2.0,0.0,f139,rainfed,corn,0.0,0.0,1.10777669,0.47811614,0.0,39.31,50.0,w139,51.41874032,0.0,0.0
2014,b140,0.46793096,0.6996469,0.21976992,Repetition,7.25629329,9.45821536,0.32592207,1.876,2.0,4.928e-05,f140,irrigated,corn,13.97048199,0.13970482,2.31308764,0.99832804,27.94096398,68.09096398,50.0,w140,53.32735532,13.97048199,0.00011733
2014,b141,0.20175592,0.34187329,0.13676506,Repetition,2.59142,4.61456406,0.14714405,1.876,2.0,6.338e-05,f141,irrigated,others,6.28259192,0.06282592,0.74855912,0.91284804,12.56518383,52.71518383,50.0,w141,53.58644032,6.28259192,5.297e-05
2014,b142,0.46790335,0.69963348,0.21978362,Repetition,7.25569652,9.45798357,0.32628705,1.876,2.0,4.908e-05,f142,irrigated,corn,13.96421533,0.13964215,2.31303095,0.99830358,27.92843066,68.07843066,50.0,w142,53.43087032,13.96421533,0.00011746
2014,b143,0.20177086,0.34188629,0.13676847,Repetition,2.5916351,4.61457181,0.14693671,1.876,2.0,6.329e-05,f143,irrigated,others,6.28343729,0.06283437,0.74856038,0.91284957,12.56687457,52.71687457,50.0,w143,53.48419032,6.28343729,5.29e-05
2014,b144,0.46716765,0.69927304,0.22046023,Repetition,7.23980712,9.44244249,0.32663537,1.876,2.0,6.269e-05,f144,irrigated,corn,13.97022729,0.13970227,2.30923025,0.99666319,27.94045458,67.38045458,50.0,w144,53.47294232,13.97022729,0.00011759
2014,b145,0.4670965,0.69923511,0.22048744,Repetition,7.2382716,9.44258671,0.3283151,1.876,2.0,6.237e-05,f145,irrigated,corn,13.97300687,0.13973007,2.30926552,0.99667842,27.94601373,67.38601373,50.0,w145,53.79981232,13.97300687,0.00011819
2014,b146,0.46714308,0.69926158,0.22046798,Repetition,7.23927689,9.44259853,0.32732164,1.876,2.0,6.237e-05,f146,irrigated,corn,13.97323507,0.13973235,2.30926841,0.99667966,27.94647013,67.38647013,50.0,w146,53.59766432,13.97323507,0.00011784
2014,b147,0.46718912,0.69928524,0.22045127,Repetition,7.24027048,9.44244798,0.3261775,1.876,2.0,6.269e-05,f147,irrigated,corn,13.97033294,0.13970333,2.30923159,0.99666377,27.94066588,67.38066588,50.0,w147,53.37981832,13.97033294,0.00011742
2014,b148,0.46719053,0.69928604,0.22045068,Repetition,7.24030099,9.44244833,0.32614734,1.876,2.0,6.269e-05,f148,irrigated,corn,13.97033981,0.1397034,2.30923168,0.99666381,27.94067961,67.38067961,50.0,w148,53.37349732,13.97033981,0.00011741
2014,b149,0.46737652,0.69939515,0.2203696,Repetition,7.24431601,9.44271888,0.32240288,1.876,2.0,6.228e-05,f149,irrigated,corn,13.97555999,0.1397556,2.30929784,0.99669237,27.95111997,67.39111997,50.0,w149,52.59112632,13.97555999,0.00011607
2014,b150,0.46731669,0.69888792,0.21825696,Repetition,7.24302432,9.43906836,0.32004404,1.876,2.0,8.545e-05,f150,irrigated,corn,13.97190931,0.13971909,2.30840508,0.99630705,27.94381863,67.25381863,50.0,w150,52.13073032,13.97190931,0.00011522
2014,b151,0.46742832,0.69895101,0.21821121,Repetition,7.24543457,9.43906836,0.3176338,1.876,2.0,8.56e-05,f151,irrigated,corn,13.97190931,0.13971909,2.30840508,0.99630705,27.94381863,67.25381863,50.0,w151,51.64304432,13.97190931,0.00011435
2014,b152,0.46703911,0.69891611,0.22011309,Repetition,7.23703326,9.44333561,0.33030235,1.876,2.0,7.292e-05,f152,irrigated,corn,13.9725439,0.13972544,2.30944867,0.99675746,27.9450878,67.4150878,50.0,w152,54.20405632,13.9725439,0.00011891
2014,b153,0.2013888,0.3416534,0.1372116,Repetition,2.58613221,4.61411537,0.15198316,1.876,2.0,9.577e-05,f153,irrigated,others,6.57613087,0.06576131,0.74848634,0.91275928,13.15226174,52.62226174,50.0,w153,52.71084232,6.57613087,5.471e-05
2014,b154,0.2013799,0.34163619,0.06439799,Repetition,2.586004,4.61397462,0.15197062,1.876,2.0,2.142e-05,f154,irrigated,others,6.5624306,0.06562431,0.74846351,0.91273143,13.12486119,52.59486119,50.0,w154,52.84192332,6.5624306,5.471e-05
2014,b155,0.20135486,0.3416256,0.13720753,Repetition,2.58564353,4.61411537,0.15247184,1.876,2.0,8.87e-06,f155,irrigated,others,6.57613087,0.06576131,0.74848634,0.91275928,13.15226174,52.62226174,50.0,w155,52.92102432,6.57613087,5.489e-05
2014,b156,0.32727538,0.39117529,0.36030357,Imitation,4.55882106,4.55882106,0.0,0.0,2.0,0.0,f156,rainfed,corn,0.0,0.0,1.11489877,0.48119003,0.0,39.4,50.0,w156,52.94236832,0.0,0.0
2014,b157,0.46724494,0.69924192,0.22033624,Repetition,7.24147547,9.44141718,0.32394171,1.876,2.0,6.679e-05,f157,irrigated,corn,13.97064532,0.13970645,2.3089795,0.99655497,27.94129065,67.34129065,50.0,w157,52.92569032,13.97064532,0.00011662
2014,b158,0.46724987,0.69924472,0.22033419,Repetition,7.24158182,9.44141846,0.32383664,1.876,2.0,6.679e-05,f158,irrigated,corn,13.97066949,0.13970669,2.30897981,0.99655511,27.94133898,67.34133898,50.0,w158,52.90432432,13.97066949,0.00011658
2014,b159,0.29985394,0.30416938,0.03342675,Repetition,4.09936247,4.09936247,0.0,0.0,2.0,0.0,f159,rainfed,others,0.0,0.0,0.66498485,0.81093142,0.0,39.4,50.0,w159,53.90460632,0.0,0.0
2014,b160,0.32727538,0.39117529,0.36022772,Imitation,4.55882106,4.55882106,0.0,0.0,2.0,0.0,f160,rainfed,corn,0.0,0.0,1.11489877,0.48119003,0.0,39.4,50.0,w160,53.50734332,0.0,0.0
2014,b161,0.46722129,0.69897877,0.21959232,Repetition,7.24096491,9.44086696,0.32390205,1.876,2.0,7.804e-05,f161,irrigated,corn,13.97026306,0.13970263,2.30884494,0.9964969,27.94052611,67.32052611,50.0,w161,52.91959432,13.97026306,0.0001166
2014,b162,0.46733347,0.69904182,0.2195464,Repetition,7.24338654,9.44084917,0.32146262,1.876,2.0,7.819e-05,f162,irrigated,corn,13.9699287,0.13969929,2.30884059,0.99649502,27.9398574,67.3198574,50.0,w162,52.42724032,13.9699287,0.00011573
2014,b163,0.4674794,0.69916325,0.21993246,Repetition,7.24653747,9.44325404,0.32071658,1.876,2.0,7.404e-05,f163,irrigated,corn,13.97095208,0.13970952,2.30942872,0.99674885,27.94190417,67.41190417,50.0,w163,52.27121432,13.97095208,0.00011546
2014,b164,0.32859562,0.38757409,0.35878006,Imitation,4.58141217,4.58141217,0.0,0.0,2.0,0.0,f164,rainfed,corn,0.0,0.0,1.12042362,0.48357455,0.0,39.47,50.0,w164,52.54037532,0.0,0.0
2014,b165,0.46739029,0.69911672,0.21996622,Repetition,7.24461329,9.44345544,0.32284215,1.876,2.0,7.298e-05,f165,irrigated,corn,13.97488625,0.13974886,2.30947798,0.99677011,27.94977251,67.41977251,50.0,w165,52.68324332,13.97488625,0.00011622
2014,b166,0.46726409,0.6992528,0.22032825,Repetition,7.24188866,9.44142214,0.32353347,1.876,2.0,6.679e-05,f166,irrigated,corn,13.97073918,0.13970739,2.30898071,0.99655549,27.94147836,67.34147836,50.0,w166,52.84262532,13.97073918,0.00011647
2014,b167,0.20139104,0.34171525,0.13722903,Repetition,2.58616444,4.61301501,0.15085058,1.876,2.0,3.375e-05,f167,irrigated,others,6.51239776,0.06512398,0.74830784,0.91254161,13.02479553,52.42479553,50.0,w167,52.85872732,6.51239776,5.431e-05
2014,b168,0.4669875,0.69909555,0.2204437,Repetition,7.23591971,9.44135038,0.32943067,1.876,2.0,6.673e-05,f168,irrigated,corn,13.96938021,0.1396938,2.30896317,0.99654792,27.93876043,67.33876043,50.0,w168,54.04283032,13.96938021,0.0001186
2014,b169,0.32727538,0.39117529,0.10587925,Repetition,4.55882106,4.55882106,0.0,0.0,2.0,0.0,f169,rainfed,corn,0.0,0.0,1.11489877,0.48119003,0.0,39.4,50.0,w169,54.11679532,0.0,0.0
2014,b170,0.46705955,0.69913651,0.22041364,Repetition,7.23747416,9.44136911,0.32789495,1.876,2.0,6.675e-05,f170,irrigated,corn,13.96973475,0.13969735,2.30896774,0.9965499,27.9394695,67.3394695,50.0,w170,53.73019832,13.96973475,0.00011804
2014,b171,0.32689714,0.38544153,0.1144787,Repetition,4.5523569,4.5523569,0.0,0.0,2.0,0.0,f171,rainfed,corn,0.0,0.0,1.1133179,0.48050773,0.0,39.38,50.0,w171,53.14064832,0.0,0.0
2014,b172,0.32689714,0.38544153,0.1144787,Repetition,4.5523569,4.5523569,0.0,0.0,2.0,0.0,f172,rainfed,corn,0.0,0.0,1.1133179,0.48050773,0.0,39.38,50.0,w172,52.64343032,0.0,0.0
2014,b173,0.46894358,0.69982885,0.21706603,Repetition,7.27820059,9.45007397,0.29587338,1.876,2.0,7.412e-05,f173,irrigated,corn,13.97222298,0.13972223,2.31109659,0.99746871,27.94444597,67.69444597,50.0,w173,47.23707032,13.97222298,0.00010651
2014,b174,0.29976523,0.30286683,0.0352673,Repetition,4.09790555,4.09790555,0.0,0.0,2.0,0.0,f174,rainfed,others,0.0,0.0,0.66474851,0.81064321,0.0,39.38,50.0,w174,48.89143832,0.0,0.0
2014,b175,0.46752434,0.69915054,0.21946698,Repetition,7.247508,9.44089848,0.31739048,1.876,2.0,7.785e-05,f175,irrigated,corn,13.97085537,0.13970855,2.30885265,0.99650022,27.94171073,67.32171073,50.0,w175,51.59859032,13.97085537,0.00011426
2014,b176,0.32689714,0.38544153,0.36002043,Imitation,4.5523569,4.5523569,0.0,0.0,2.0,0.0,f176,rainfed,corn,0.0,0.0,1.1133179,0.48050773,0.0,39.38,50.0,w176,52.14691632,0.0,0.0
2014,b177,0.46744448,0.69914758,0.21994362,Repetition,7.24578345,9.44346888,0.32168543,1.876,2.0,7.3e-05,f177,irrigated,corn,13.9751492,0.13975149,2.30948126,0.99677153,27.9502984,67.4202984,50.0,w177,52.44783032,13.9751492,0.00011581
2014,b178,0.32859562,0.38757409,0.35876126,Imitation,4.58141217,4.58141217,0.0,0.0,2.0,0.0,f178,rainfed,corn,0.0,0.0,1.12042362,0.48357455,0.0,39.47,50.0,w178,52.68043032,0.0,0.0
2014,b179,0.46736905,0.69910462,0.21997508,Repetition,7.24415462,9.44345017,0.32329555,1.876,2.0,7.297e-05,f179,irrigated,corn,13.97478308,0.13974783,2.30947669,0.99676956,27.94956615,67.41956615,50.0,w179,52.77543332,13.97478308,0.00011639
2014,b180,0.29985394,0.30416938,0.03342675,Repetition,4.09936247,4.09936247,0.0,0.0,2.0,0.0,f180,rainfed,others,0.0,0.0,0.66498485,0.81093142,0.0,39.4,50.0,w180,52.73899532,0.0,0.0
2014,b181,0.20140309,0.34172517,0.13723055,Repetition,2.58633795,4.61301501,0.15067706,1.876,2.0,3.331e-05,f181,irrigated,others,6.51239776,0.06512398,0.74830784,0.91254161,13.02479553,52.42479553,50.0,w181,52.78335232,6.51239776,5.424e-05
2014,b182,0.46698895,0.69909637,0.2204431,Repetition,7.23595083,9.44135076,0.32939993,1.876,2.0,6.673e-05,f182,irrigated,corn,13.96938729,0.13969387,2.30896326,0.99654796,27.93877458,67.33877458,50.0,w182,54.03651032,13.96938729,0.00011858
2014,b183,0.46733521,0.69995684,0.24593907,Repetition,7.24342404,9.47350824,0.3540842,1.876,2.0,7.472e-05,f183,irrigated,corn,15.03225263,0.15032253,2.31682765,0.99994223,30.06450526,69.46450526,50.0,w183,53.96534432,15.03225263,0.00012747
2014,b184,0.32727538,0.39117529,0.10587925,Repetition,4.55882106,4.55882106,0.0,0.0,2.0,0.0,f184,rainfed,corn,0.0,0.0,1.11489877,0.48119003,0.0,39.4,50.0,w184,53.86207632,0.0,0.0
2014,b185,0.4671578,0.69919599,0.22036915,Repetition,7.23959444,9.44162289,0.32602844,1.876,2.0,6.631e-05,f185,irrigated,corn,13.97454922,0.13974549,2.30902981,0.99657668,27.94909844,67.34909844,50.0,w185,53.32969332,13.97454922,0.00011737
2014,b186,0.32689714,0.38544153,0.35985909,Imitation,4.5523569,4.5523569,0.0,0.0,2.0,0.0,f186,rainfed,corn,0.0,0.0,1.1133179,0.48050773,0.0,39.38,50.0,w186,53.34624032,0.0,0.0
2014,b187,0.46723883,0.69898876,0.21958502,Repetition,7.24134341,9.4408715,0.32352808,1.876,2.0,7.804e-05,f187,irrigated,corn,13.97034823,0.13970348,2.30884605,0.99649737,27.94069647,67.32069647,50.0,w187,52.84327332,13.97034823,0.00011647
2014,b188,0.46949734,0.70014249,0.21683934,Repetition,7.29019863,9.4501031,0.28390447,1.876,2.0,7.457e-05,f188,irrigated,corn,13.9728667,0.13972867,2.31110372,0.99747178,27.94573341,67.69573341,50.0,w188,44.81171032,13.9728667,0.00010221
2014,b189,0.30138433,0.30341846,0.04074065,Repetition,4.12452695,4.12452695,0.0,0.0,2.0,0.0,f189,rainfed,others,0.0,0.0,0.66906695,0.81590943,0.0,39.75,50.0,w189,48.42868432,0.0,0.0
2014,b190,0.46735233,0.69905256,0.21953856,Repetition,7.24379369,9.44085404,0.32106036,1.876,2.0,7.82e-05,f190,irrigated,corn,13.97002032,0.1397002,2.30884178,0.99649553,27.94004065,67.32004065,50.0,w190,52.34525732,13.97002032,0.00011558
2014,b191,0.2017531,0.3419626,0.13726894,Repetition,2.59137936,4.61425227,0.14687291,1.876,2.0,3.83e-06,f191,irrigated,others,6.58983114,0.06589831,0.74850855,0.91278636,13.17966228,52.64966228,50.0,w191,50.38164532,6.58983114,5.287e-05
2014,b192,0.30016334,0.30335121,0.03438545,Repetition,4.10444557,4.10444557,0.0,0.0,2.0,0.0,f192,rainfed,others,0.0,0.0,0.66580941,0.81193695,0.0,39.47,50.0,w192,50.87726632,0.0,0.0
2014,b193,0.30016334,0.30335121,0.03438545,Repetition,4.10444557,4.10444557,0.0,0.0,2.0,0.0,f193,rainfed,others,0.0,0.0,0.66580941,0.81193695,0.0,39.47,50.0,w193,52.38431632,0.0,0.0
2014,b194,0.32859562,0.38757409,0.11021695,Repetition,4.58141217,4.58141217,0.0,0.0,2.0,0.0,f194,rainfed,corn,0.0,0.0,1.12042362,0.48357455,0.0,39.47,50.0,w194,52.60318432,0.0,0.0
2014,b195,0.29985394,0.30416938,0.03342675,Repetition,4.09936247,4.09936247,0.0,0.0,2.0,0.0,f195,rainfed,others,0.0,0.0,0.66498485,0.81093142,0.0,39.4,50.0,w195,52.79723432,0.0,0.0
2014,b196,0.46693906,0.69907165,0.22046051,Repetition,7.23487454,9.44156666,0.33069211,1.876,2.0,6.627e-05,f196,irrigated,corn,13.97348084,0.13973481,2.30901606,0.99657075,27.94696167,67.34696167,50.0,w196,54.27853032,13.97348084,0.00011905
2014,b197,0.46699088,0.69909747,0.22044229,Repetition,7.23599263,9.44135126,0.32935863,1.876,2.0,6.673e-05,f197,irrigated,corn,13.96939684,0.13969397,2.30896338,0.99654801,27.93879368,67.33879368,50.0,w197,54.02813032,13.96939684,0.00011857
2014,b198,0.32727538,0.39117529,0.10587925,Repetition,4.55882106,4.55882106,0.0,0.0,2.0,0.0,f198,rainfed,corn,0.0,0.0,1.11489877,0.48119003,0.0,39.4,50.0,w198,53.97980032,0.0,0.0
2014,b199,0.32727538,0.39117529,0.36027268,Imitation,4.55882106,4.55882106,0.0,0.0,2.0,0.0,f199,rainfed,corn,0.0,0.0,1.11489877,0.48119003,0.0,39.4,50.0,w199,53.17241032,0.0,0.0
2014,b200,0.46725123,0.69924549,0.22033362,Repetition,7.24161118,9.44141881,0.32380762,1.876,2.0,6.679e-05,f200,irrigated,corn,13.97067613,0.13970676,2.3089799,0.99655514,27.94135226,67.34135226,50.0,w200,52.89835432,13.97067613,0.00011657
2014,b201,0.4674687,0.69997815,0.25505027,Repetition,7.24630643,9.47403274,0.35172631,1.876,2.0,7.267e-05,f201,irrigated,corn,15.1335994,0.15133599,2.31695592,0.99999759,30.2671988,69.6471988,50.0,w201,53.07866032,15.1335994,0.00012662
2014,b202,0.20135918,0.34162317,0.06313875,Repetition,2.58570567,4.61386616,0.1521605,1.876,2.0,6.85e-06,f202,irrigated,others,6.59712072,0.06597121,0.74844591,0.91270998,13.19424145,52.57424145,50.0,w202,52.57897032,6.59712072,5.478e-05
