init_water,smt1,smt2,smt3,maxirr,p_up2,p_up3,ccx,cdc,rtx,hi,wp,polmx,polfin,kc,hipsveg,eme,histart,mat,flowering,maxrooting,senescence,yldform,max_irrseason,crop_name,irrig_method
,,,,,,,,,,,,,,,,,,,,,,,313.89474330984314,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.1664467009778,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.6657679419478,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.8457932425192,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.8473174476525,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.2080087109465,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.1286413885123,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.5941781396062,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.5890318397408,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.1993142473132,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.24164967269166,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.5660141067109,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.2211005774668,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.1258474666012,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.1161787503238,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.67442756212154,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.17788773650466,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.13886252784573,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.56371511198034,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.6991224061322,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.69438808945205,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.3562841726524,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.26592674245364,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.43787740129176,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.7233544230787,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,313.71821548286306,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,314.69616135313373,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,315.95034568601466,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.3628279921734,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.2710621797196,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.3288713069228,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.1790038162353,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.17391557536746,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.781288854272,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.3392331214212,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.8123306839291,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.68471843884214,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.8690107078609,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.7889388436932,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,316.2447931128424,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.9143190096629,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,312.9126920398103,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,437.812476170236,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,437.8081677342634,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,437.7900061401642,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,432.80945213127467,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,430.9398704476849,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,430.930201032904,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.4075213715957,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.4008559549063,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.3938861685095,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,432.7919578896631,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,432.2711087319459,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,432.2499394236766,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,437.9709058543796,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,438.5172327638379,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,438.5085966342047,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.8911539911607,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.9348749726676,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,429.582407247251,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.9156485977157,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.9266222666853,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.6114885102656,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.5999140365352,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.8688305757767,corn,1.0
