init_water,smt1,smt2,smt3,maxirr,p_up2,p_up3,ccx,cdc,rtx,hi,wp,polmx,polfin,kc,hipsveg,eme,histart,mat,flowering,maxrooting,senescence,yldform
FC,54.6,49.46,31.79,6.5,0.45,0.6,0.87,1.31,1.82,0.5,35,33,38,1.1,0.5,122.18,904.22,1735.79,183.79,1438.66,1429.47,765.79
